ID,PX,PY,LABEL
0,0.11193370060930366,-0.14099460258802776,0.0
1,0.11193370060930362,-0.1851878993418957,0.0
2,0.11193370060930363,0.0260551191266659,0.0
3,0.11193370060930366,0.04533096977373789,0.0
4,0.11193370060930363,0.009772993110524562,0.0
5,0.11193370060930363,0.06350167961460484,0.0
6,0.11193370060930365,0.014105623238866136,0.0
7,0.11193370060930363,-0.28782419093805833,0.0
8,0.11193370060930358,-0.007685034002676904,0.0
9,0.11193370060930363,-0.01409292614937379,0.0
10,0.11193370060930363,0.046345504407161876,0.0
11,0.11193370060930363,0.023815966626273995,0.0
12,0.11193370060930365,0.09723446256960634,0.0
13,0.11193370060930367,0.031297427451676366,0.0
14,0.11193370060930366,0.03407773021032828,0.0
15,0.11193370060930362,-0.02233636831216608,0.0
16,0.11193370060930363,0.009498143694837917,0.0
17,0.11193370060930365,0.015720098162345483,0.0
18,0.11193370060930363,-0.020458154246451154,0.0
19,0.11193370060930363,-0.01339939032623395,0.0
20,0.11193370060930369,0.09612121767652673,0.0
21,0.11193370060930365,-0.0030618678641447725,0.0
22,0.11193370060930366,0.020700258614506632,0.0
23,0.11193370060930363,-0.10106881943144452,0.0
24,0.11193370060930366,0.042551397983962284,0.0
25,0.11193370060930363,0.040021465352475416,0.0
26,0.11193370060930366,-0.04296090108430496,0.0
27,0.11193370060930363,0.004978384826718696,0.0
28,0.11193370060930365,0.01796351667248206,0.0
29,0.11193370060930363,-0.0011076094694244532,0.0
30,0.11193370060930363,0.021028610654416816,0.0
31,0.11193370060930363,-0.011083996624171973,0.0
32,0.11193370060930366,0.030873400594854473,0.0
33,0.11193370060930366,0.01528508104235992,0.0
34,0.11193370060930365,0.005924927787562987,0.0
35,0.11193370060930366,0.022440491615010237,0.0
36,0.11193370060930363,0.07469049948846802,0.0
37,0.11193370060930363,-0.008073338864239749,0.0
38,0.11193370060930365,0.05770230174828608,0.0
39,0.10659746736355999,-0.007702172801645979,0.0
40,-0.10659746736356862,-0.007702172801645868,1.0
41,-0.11193370060931238,0.011174405818729381,1.0
42,-0.11193370060931239,0.06771557993034602,1.0
43,-0.11193370060931238,0.03480706928683164,1.0
44,-0.11193370060931238,-0.006176998328034096,1.0
45,-0.11193370060931238,-0.0036827846388173407,1.0
46,-0.11193370060931242,0.020006831949652026,1.0
47,-0.11193370060931238,0.050271669059082896,1.0
48,-0.11193370060931239,0.02314900764133464,1.0
49,-0.1119337006093124,0.008829304085165825,1.0
50,-0.1119337006093124,-0.8150692429574206,1.0
51,-0.11193370060931239,0.0019257297128411274,1.0
52,-0.1119337006093124,0.08572535997791726,1.0
53,-0.11193370060931239,0.06427813488052808,1.0
54,-0.1119337006093124,0.2705263640773163,1.0
55,-0.11193370060931239,0.06812306797651003,1.0
56,-0.11193370060931239,0.09405456675887597,1.0
57,-0.1119337006093124,-0.07310647035886038,1.0
58,-0.1119337006093124,0.028121527490512433,1.0
59,-0.1119337006093124,0.005483191248489366,1.0
60,-0.1119337006093124,0.07661395461144872,1.0
61,-0.1119337006093124,-0.008161193944691555,1.0
62,-0.1119337006093124,0.07339650946620703,1.0
63,-0.11193370060931239,0.03095848906586892,1.0
64,-0.1119337006093124,-0.034307899080589954,1.0
65,-0.1119337006093124,-0.032346062972999204,1.0
66,-0.11193370060931243,-0.00980401688223869,1.0
67,-0.11193370060931239,0.0048996281850753436,1.0
68,-0.1119337006093124,-0.010409876043180385,1.0
69,-0.1119337006093124,-0.013828710678659598,1.0
70,-0.1119337006093124,0.0510983276933918,1.0
71,-0.11193370060931242,-0.011997501818407232,1.0
72,-0.1119337006093124,-0.008753835169519268,1.0
73,-0.1119337006093124,0.02863096118935322,1.0
74,-0.1119337006093124,0.034599751889947516,1.0
75,-0.1119337006093124,-0.020665681501182386,1.0
76,-0.1119337006093124,0.017679275581127668,1.0
77,-0.1119337006093124,-0.03733202753512038,1.0
78,-0.1119337006093124,-0.05420053650228422,1.0
79,-0.1119337006093124,-0.004523696362902081,1.0
