ID,0_cos,1_cos,LABEL
0,1.6382026764,3.04359570274,0.0
1,1.73386610947,3.15510604152,0.0
2,1.57457324175,2.23717000841,0.0
3,1.7115380699,3.01724268715,0.0
4,1.91744040941,2.8088088417,0.0
5,1.76245637394,3.11609387114,0.0
6,1.53085569184,2.17576549985,0.0
7,1.76283874538,3.08415851375,0.0
8,1.66262320319,2.71149577419,0.0
9,1.70649704949,2.75932975055,0.0
10,1.76841123958,2.75223404384,0.0
11,1.43935972149,1.00717332773,0.0
12,1.4899498599,0.789192801116,0.0
13,-0.0165208494493,-3.15434061815,0.0
14,1.81537019634,2.80446095293,0.0
15,1.6829522057,2.01371835805,0.0
16,1.71496812067,3.03843492499,0.0
17,1.57193583983,2.59321001431,0.0
18,1.51944197678,2.11372969473,0.0
19,1.81128353441,2.95771521461,0.0
20,1.11680607688,-0.0538134772312,0.0
21,1.64869425414,1.71709186845,0.0
22,1.74030533182,2.97362939418,0.0
23,1.65386837367,3.03440807437,0.0
24,1.94783131877,3.08795722555,0.0
25,1.74822877749,3.19556379309,0.0
26,1.80997323284,2.50081163208,0.0
27,1.61194678027,1.663291192,0.0
28,1.71711911651,3.02146274703,0.0
29,1.66737168747,3.0740533607,0.0
30,1.768568245,3.04755703014,0.0
31,1.92490070425,2.93901893434,0.0
32,1.73288498853,1.84326417969,0.0
33,1.56806054154,1.3670978452,0.0
34,1.5430387234,1.42010882337,0.0
35,1.70660387373,2.94969314146,0.0
36,1.73451429553,2.83773036894,0.0
37,1.81175010017,2.72641304525,0.0
38,1.64833572446,3.01558882214,0.0
39,1.8757921337,2.87997164365,0.0
40,0.617027642205,0.252700205402,1.0
41,-0.642875840887,0.290888966899,1.0
42,0.452211848155,0.211851866757,1.0
43,0.771439667756,0.00521385013799,1.0
44,0.373613369653,0.0924999548857,1.0
45,0.404317108367,-0.0640913569211,1.0
46,0.547428096532,0.35871773288,1.0
47,0.547337399361,0.335554724459,1.0
48,0.50251440319,0.139311555827,1.0
49,0.506884346817,0.259379612697,1.0
50,0.396102725001,0.156672114864,1.0
51,0.843516594222,0.406617080556,1.0
52,0.574158387243,0.508995734161,1.0
53,0.680008055332,0.410304512077,1.0
54,-0.140114451453,-0.159239303492,1.0
55,0.685665412838,0.374315720372,1.0
56,0.515922981958,0.399793168624,1.0
57,0.358675210272,0.0343770828621,1.0
58,0.498435184721,0.262377044774,1.0
59,0.475313546486,0.0550268583215,1.0
60,0.017052821309,-0.286381766381,1.0
61,0.521381167265,0.207180546954,1.0
62,0.568450344602,0.304536987039,1.0
63,0.516841540909,0.194042534453,1.0
64,0.50760519645,0.252809524025,1.0
65,0.629735138397,0.166023192754,1.0
66,0.423125894398,0.375870317648,1.0
67,0.683748372272,0.409333264465,1.0
68,0.589460129687,0.179574086326,1.0
69,0.512901461348,0.334419777216,1.0
70,0.593041624736,0.565967625452,1.0
71,0.510564409433,0.390925521851,1.0
72,0.533852729206,0.148405962848,1.0
73,0.569495521929,0.208918465255,1.0
74,0.516079891002,0.394099674355,1.0
75,0.490736305924,0.230136270886,1.0
76,0.438312008702,0.166337431752,1.0
77,0.641653945313,0.0882019601851,1.0
78,0.518470312275,0.208483411827,1.0
79,0.586482542938,0.213752167851,1.0
