,0_cos,1_cos,LABEL
0,1.7788893633100797,3.200678800562954,0.0
1,1.9069350937512823,3.0414790295967555,0.0
2,1.8505991560116803,2.3869165709109024,0.0
3,1.623968197201532,2.962450058915317,0.0
4,1.8518097992239333,2.9131176567005723,0.0
5,1.9053893929418997,2.9154202209296067,0.0
6,1.664647985718199,2.1555475048038617,0.0
7,1.662991671837997,2.8921436282013824,0.0
8,1.8963799271740331,2.4489396935732315,0.0
9,1.55764052478606,2.596211840526894,0.0
10,1.5960432011073107,2.6252516556349272,0.0
11,1.447629809151202,0.6680063682079386,0.0
12,1.30177178070439,0.5573153851133807,0.0
13,-0.1435074552636267,-3.06839812445422,0.0
14,1.7196333164661428,2.6470488649313952,0.0
15,1.5588152274764853,1.9843080557712676,0.0
16,1.744843786238552,2.965274315986049,0.0
17,1.701375530193117,2.619934816003348,0.0
18,1.8514393302535557,2.23810389740549,0.0
19,1.778164720084612,3.052607423107695,0.0
20,1.1749774197679195,0.25514718439199136,0.0
21,1.693258486306605,1.836194606801599,0.0
22,1.7785012752326346,2.878603340276203,0.0
23,1.7901830087107,3.0944896204105325,0.0
24,1.6682329227042934,3.120354865924791,0.0
25,1.864094626166507,2.939101492089984,0.0
26,1.6265380642642409,2.258760756712933,0.0
27,1.5158293676523873,1.7068626737601118,0.0
28,1.7086195964599558,3.052814552384604,0.0
29,1.7249134664578472,3.105427820553083,0.0
30,1.6553674776191734,2.808750207468453,0.0
31,1.8078971756711235,3.0471236377276765,0.0
32,1.753828253940294,1.78429399832297,0.0
33,1.5143115324839367,1.3359173591039821,0.0
34,1.3412078790249866,1.2769067136495715,0.0
35,1.6119771315685578,2.870394356289485,0.0
36,1.7070057040251467,3.09977338353994,0.0
37,1.7705825519700982,2.6035010089734008,0.0
38,1.8260563379738253,3.2196837138362415,0.0
39,1.6719392124376744,2.9589305082990416,0.0
40,0.6608389902236823,0.14255690690296952,1.0
41,-0.5947816138767258,0.3163110559526413,1.0
42,0.5835206761757117,0.20522800487048387,1.0
43,0.6713365543285976,0.171735882345671,1.0
44,0.6112755669755042,0.04930853982916627,1.0
45,0.3026664660512161,-0.1589204732654387,1.0
46,0.3270728327905187,0.4470917106204011,1.0
47,0.507776859800309,0.24544000731751525,1.0
48,0.6885334491891473,0.15501770501651746,1.0
49,0.7363896983416186,0.1925956242668827,1.0
50,0.4241982562560856,0.11954397928570681,1.0
51,0.6075524532244679,0.559130776943487,1.0
52,0.5249396494027191,0.4101991646429622,1.0
53,0.6206301567353071,0.34095497326357244,1.0
54,-0.27624790767960083,0.01837728052189247,1.0
55,0.7522293686773794,0.2964190821068982,1.0
56,0.5091639382090829,0.39238988838442185,1.0
57,0.4707351947747248,0.1182766621164244,1.0
58,0.44728502204885434,0.6306552488144133,1.0
59,0.3993177966457237,0.0707140777250701,1.0
60,-0.038346993592926024,-0.15924427216619447,1.0
61,0.4360318787388747,0.1870509672062633,1.0
62,0.5706142176554383,0.17396473462547324,1.0
63,0.5473866798814386,0.19000000008757342,1.0
64,0.4671338396489441,0.30073048584242,1.0
65,0.30216227393466016,0.3115692029170938,1.0
66,0.6709442074142176,0.39291012901645367,1.0
67,0.5861702301906246,0.3462646011047843,1.0
68,0.5013132010926015,0.21750068960866792,1.0
69,0.4567123496293267,0.1957809371286871,1.0
70,0.43345096420156504,0.31996573578907933,1.0
71,0.6914450257002174,0.2625643853567001,1.0
72,0.3525930468918016,0.029754813442310443,1.0
73,0.6674847545587369,0.18374569942575786,1.0
74,0.45463115578501334,0.25853660053872396,1.0
75,0.7418058018577751,0.3631926477201207,1.0
76,0.4073564644229227,0.3832542376833315,1.0
77,0.5139744606110096,0.20699241425303966,1.0
78,0.6634960261675886,0.14550458450651463,1.0
79,0.6221034955654945,0.2578373132448822,1.0
