,0,1,RANDOM
0,-0.0797369473572,-0.023244235195,0.0
1,-0.113206694585,-0.0301847513429,0.0
2,-0.099989160555,-0.170837330253,0.0
3,-0.109970696614,0.0518579495835,0.0
4,-0.0905377201439,0.0342020277856,0.0
5,-0.0159075061397,0.0459090187359,0.0
6,-0.0693631217019,-0.164215171009,0.0
7,-0.24373892764,0.0529179688935,0.0
8,-0.201196682327,0.0339849156808,0.0
9,-0.0865677206511,0.153072999276,0.0
10,-0.123723438683,0.111647974076,0.0
11,-0.0836681787536,0.00549831160541,0.0
12,-0.0553232074184,0.202741156212,0.0
13,-0.159414641732,-0.269615388953,0.0
14,0.0567063084597,-0.00788592246487,0.0
15,-0.139973036063,-0.121921427411,0.0
16,-0.0817012930579,-0.0102990103918,0.0
17,-0.0750697431417,0.00909261113747,0.0
18,-0.103147873014,-0.0666670528671,0.0
19,-0.164900358643,-0.0906472580452,0.0
20,-0.141243195921,0.0515770119567,0.0
21,-0.0786652865098,0.0370226371499,0.0
22,-0.0772143653515,0.0572842917408,0.0
23,-0.00902981687185,-0.00594273202359,0.0
24,-0.0805586453951,0.0322459613252,0.0
25,-0.114976323444,0.0168179972587,0.0
26,-0.052682416995,-0.0492287320011,0.0
27,-0.165896327382,0.0793743435778,0.0
28,-0.174119139606,-0.0169144519098,0.0
29,-0.0610005646172,0.025060874687,0.0
30,-0.106208937164,-0.0672439713007,0.0
31,-0.0629867965875,0.117521371858,0.0
32,-0.0328409198825,0.0568412574511,0.0
33,-0.0540883563593,0.0615280719383,0.0
34,0.0109897463361,0.129080758334,0.0
35,-0.139659988069,0.0918345305501,0.0
36,-0.0598697474788,0.0446874044001,0.0
37,-0.101912689866,0.0511908773627,0.0
38,-0.0360029214049,-0.0979408499457,0.0
39,-0.129273002623,0.0725405161699,0.0
40,0.0947064652581,-0.0624607271499,0.0
41,0.120337371595,0.496947205531,0.0
42,0.187202363,-0.0628216194584,0.0
43,0.109624519119,0.0521707462813,0.0
44,0.117754339586,-0.10453603509,0.0
45,0.0792113761042,-0.0750225277987,0.0
46,0.0235862878764,0.0587820954602,0.0
47,0.052217272449,0.076003008433,0.0
48,0.10651182901,0.035022125982,0.0
49,0.0146837980223,-0.0376742302093,0.0
50,0.129986560407,-0.0580620208183,0.0
51,0.00754969755895,0.0247190553459,0.0
52,0.0671606344363,-0.013355848372,0.0
53,0.130371324319,-0.0102263806166,0.0
54,0.00752543892348,0.368869448026,0.0
55,0.157029193919,-0.102512782733,0.0
56,0.0802742819799,0.0758744293996,0.0
57,0.101793177544,-0.161320630555,0.0
58,0.164738218888,-0.10263725116,0.0
59,0.140006916065,-0.194441359403,0.0
60,0.124427050051,-0.24902973529,0.0
61,0.0465308106823,0.0974952164055,0.0
62,0.0901128341401,0.12812964042,0.0
63,-0.00923319708783,-0.107593068419,0.0
64,0.173461522608,0.0164418490319,0.0
65,0.0914112330038,0.0678762142452,0.0
66,0.219882525488,0.0741401793465,0.0
67,-0.00648672075841,-0.017262065948,0.0
68,0.0861736516175,0.0959304340148,0.0
69,0.196887968911,0.0776028500632,0.0
70,0.159965090975,0.0107237536451,0.0
71,0.0869398141321,0.00507466588351,0.0
72,0.163796162056,0.0993774547349,0.0
73,0.0972945873172,0.0135551454265,0.0
74,0.122918571576,-0.0561432522398,0.0
75,0.0425034733464,-0.0574008353955,0.0
76,0.0457764910394,0.0526837128527,0.0
77,0.0717339256103,0.0687300296819,0.0
78,0.129017578982,0.00385430154388,0.0
79,0.161042004973,-0.0159276162566,0.0
