ID,0_cos,1_cos,LABEL
0,0.5412143488844614,0.014486229535703943,0.0
1,0.18377516913790642,-0.0030769886426612048,0.0
2,0.6255485298975211,0.47226549341748975,0.0
3,0.40039263952473547,0.3167680526257486,0.0
4,0.5331688916649652,0.24608183593207444,0.0
5,0.49473116366267206,0.27752368116525217,0.0
6,0.5957790467717867,0.4980720601455021,0.0
7,0.07060009684448079,-0.2088902470700224,0.0
8,0.5525015098802629,0.13327806474718568,0.0
9,0.6435304487517682,0.23983928230935275,0.0
10,0.5499451526215754,0.33942558400300477,0.0
11,0.5949357086865008,0.2676299743993049,0.0
12,0.6308864554072519,0.21469623601727456,0.0
13,0.6348860260969725,0.6101842011463515,0.0
14,0.5604584964062378,0.39969226076319697,0.0
15,0.6439564583036085,0.195188636008729,0.0
16,0.5602269047360959,0.3759231729864471,0.0
17,0.6879517082175042,0.3270946122124864,0.0
18,0.5882850043325148,0.23051089534193098,0.0
19,0.6282142325535301,0.5072664950006582,0.0
20,0.54907209875929,0.08951510282130686,0.0
21,0.5742735426145446,0.3106942833490872,0.0
22,0.6359591975915104,0.3197069040880837,0.0
23,0.3097977965689627,0.12049703586796612,0.0
24,0.5730608800146131,0.3347748103991015,0.0
25,0.5919933723842061,0.24596794748038586,0.0
26,0.6285729386901971,0.39327106601212136,0.0
27,0.5642490782392999,0.35354549590849577,0.0
28,0.4649377743455454,0.2010346420109436,0.0
29,0.5348255241249342,0.2735160195543752,0.0
30,0.5808813000657727,0.08265080635147368,0.0
31,0.4999395929332399,0.19055588842892698,0.0
32,0.47191045841225354,0.32625785045186695,0.0
33,0.7403123262594528,0.31688698523805015,0.0
34,0.5538351386556514,0.2948386434414632,0.0
35,0.7433819946792042,0.16420668802983565,0.0
36,0.6798854148054365,0.46996745564848363,0.0
37,0.5712466974062801,0.28571775824658563,0.0
38,0.5171865129602623,0.2953123818415267,0.0
39,0.7340460535056752,0.2989535748237453,0.0
40,1.4641597124044874,2.8940949382998324,1.0
41,1.7582983234928946,2.9285590874404637,1.0
42,1.4018086342547313,2.340216428542877,1.0
43,1.5882527675124176,2.8832885309942093,1.0
44,1.818306275166259,3.0955994953780155,1.0
45,1.6788171631802404,2.9854182426835094,1.0
46,1.5771865469056412,3.0851682158618736,1.0
47,1.7090283215338156,2.6914651885014393,1.0
48,1.739656246491745,3.0001734586088173,1.0
49,1.7866923617380956,3.149486150799073,1.0
50,-1.0588138737031203,-0.9529026498966392,1.0
51,1.720674940104716,3.1622523564821483,1.0
52,1.5160499454903795,1.8594621356143957,1.0
53,1.7728403225585174,2.528570841814892,1.0
54,0.25875551869441926,-2.8162812822453356,1.0
55,1.8839287729566252,2.081764997399928,1.0
56,1.5158543860645413,1.8077700635063179,1.0
57,1.5893822886298268,2.2888509526238936,1.0
58,1.902695671630134,2.927143570154417,1.0
59,1.7146821470826177,2.920951828412023,1.0
60,1.5045911435191461,2.104559035177675,1.0
61,1.781498650905825,3.051713647434529,1.0
62,1.5570779218617012,2.3760845359476876,1.0
63,1.7974887291715582,2.815249953397619,1.0
64,1.7075638371176562,2.9679570019092636,1.0
65,1.5676635983915244,2.884419543709171,1.0
66,1.6733799078196192,3.1269840467425114,1.0
67,1.9129865416608434,3.0920693495492144,1.0
68,1.6721444221225452,3.0352607683735116,1.0
69,1.7187351362925882,2.907380565833517,1.0
70,1.7159965398308288,2.666042840382658,1.0
71,1.6993674129429586,3.076052870196569,1.0
72,1.7158774515788862,3.0375265214888616,1.0
73,1.7319167637152162,2.9827952004731833,1.0
74,1.6405109208769542,2.8862384265111833,1.0
75,1.7200467949178018,3.0578983565127693,1.0
76,1.7970109877275864,3.1897115670062774,1.0
77,1.687024509148974,2.8411763843792897,1.0
78,1.4874493042971046,2.69868050900353,1.0
79,1.694763584957581,3.132194613669706,1.0
