,0,1,RANDOM
0,-0.1197211870863039,-0.11193439359824577,0.0
1,-0.1800110071808943,-0.0911751056386965,0.0
2,-0.04914477464995891,-0.07404946789493068,0.0
3,0.06855520289595267,-0.16129903543183505,0.0
4,0.022059756012262784,-0.237602151538887,0.0
5,-0.04613709100160879,-0.07735068418714242,0.0
6,0.08076006468228428,-0.23661221116079856,0.0
7,-0.15409868662917073,-0.16338973229332127,0.0
8,0.05939638434714809,-0.2235504341074666,0.0
9,0.020318478357218762,-0.14436184297384747,0.0
10,-0.00908458383609528,-0.09598053664766105,0.0
11,0.12822192609549402,-0.17894513583234783,0.0
12,-0.14614269425784188,-0.14927547685413003,0.0
13,-0.04998922650526905,-0.12568345128909952,0.0
14,-0.13748304660554633,-0.15918749978858665,0.0
15,-0.004497955534270813,-0.11591177297834615,0.0
16,-0.08286117553333959,-0.17414435448100996,0.0
17,0.09910270989539949,-0.06086771263031662,0.0
18,-0.01535112160075977,-0.1202757310684056,0.0
19,-0.17293176084045864,-0.17135481102954894,0.0
20,-0.038398576474804894,-0.017515735459121655,0.0
21,-0.13998451530274908,-0.15002646837560502,0.0
22,-0.049837235907241824,-0.08578560266398487,0.0
23,0.09414263816183885,-0.11779154402043897,0.0
24,-0.06804787059678194,-0.10483118505933574,0.0
25,0.07561272450230558,-0.23436960341691426,0.0
26,-0.10094280372585593,-0.12980030325207248,0.0
27,-0.020259642647172504,-0.1690364250525586,0.0
28,0.022690692207518737,-0.18453862887070316,0.0
29,-0.02670607140030047,-0.20745190608868508,0.0
30,0.052853667002557184,-0.05695517093744198,0.0
31,0.015528840982764469,-0.17843208124989396,0.0
32,-0.22120431395326254,-0.16875484233942972,0.0
33,-0.083665407485071,-0.10425853484047914,0.0
34,-0.09351316178924438,-0.0044397042111642,0.0
35,-0.1629474638205317,-0.14882110148361558,0.0
36,-0.04722093921126409,-0.1560086887692822,0.0
37,-0.14457063123456548,-0.042391132873098716,0.0
38,-0.024564887825153134,-0.09192823144519188,0.0
39,-0.08579329221384853,-0.1279368824624629,0.0
40,0.02177940732046809,-0.01282580053089559,0.0
41,-0.06829895017051375,0.04011953711821753,0.0
42,-0.04022580127165799,-0.04145298811680655,0.0
43,-0.24231410582822832,-0.006105533023981202,0.0
44,-0.12471362757961925,0.09894686437861044,0.0
45,0.15388089845491743,-0.09593138457296574,0.0
46,0.016859679448857953,0.03080775756317542,0.0
47,0.011147889838637653,0.04302145669187774,0.0
48,0.06664585219654019,-0.03724046747976012,0.0
49,0.1064008288590727,0.06430436030571418,0.0
50,-0.10011585733318057,0.09839570020126313,0.0
51,0.017091004854201793,0.01787292838930714,0.0
52,0.031984752934694285,-0.019761358381264124,0.0
53,-0.015756989762893775,-0.012906441466813481,0.0
54,-0.2347090058524527,0.01926727266106492,0.0
55,-0.06437221641487334,0.05856261516775863,0.0
56,-0.26678081756608707,0.1033569102977269,0.0
57,0.08832778548403526,-0.0699131814208716,0.0
58,-0.1909005725346695,0.0207054696582524,0.0
59,-0.04112351260542796,0.017001492311657193,0.0
60,-0.21038337311603628,0.06932648343716605,0.0
61,0.01725800960826193,0.005924341958402829,0.0
62,0.0345825499629516,0.08949596667279301,0.0
63,-0.24875623960780915,0.04990383153636625,0.0
64,-0.19204519275967774,0.09701157606382599,0.0
65,-0.17721430066871224,0.0865237351360336,0.0
66,0.02346399788206731,-0.036368477644541014,0.0
67,-0.19046703278125238,0.09123298597151645,0.0
68,0.04786598222660224,0.00041773310586927515,0.0
69,-0.1300407659793563,-0.034603470348966686,0.0
70,-0.07405546955941927,0.03128719946176567,0.0
71,-0.04470612448803195,0.09471245848535947,0.0
72,-0.08759398479086782,0.12697866816158582,0.0
73,0.08318378716592587,-0.03462896843414276,0.0
74,-0.06080673383997118,-0.03450354105662308,0.0
75,-0.06824837047064664,-0.05425968761133712,0.0
76,-0.028443486549444535,0.06692316499043291,0.0
77,-0.03014278261395998,-0.019850895543967434,0.0
78,-0.20934213834696502,0.1035935702597181,0.0
79,0.08072459653820538,-0.06446802815884298,0.0
