,0,1,RANDOM
0,0.11586530372342772,-0.09472312694385163,0.0
1,0.07036184151213162,-0.07397310780301491,0.0
2,-0.12519192172400503,-0.07754703781801328,0.0
3,0.08447108143641532,-0.15398799892909726,0.0
4,0.024221327314340763,-0.23944333098295484,0.0
5,-0.15170871355998414,-0.08271859255689105,0.0
6,-0.05484685102950579,-0.2516546683420017,0.0
7,-0.3385066132019,-0.1905673573797129,0.0
8,-0.010088744187728031,-0.2299282815538233,0.0
9,0.05329883767314857,-0.13879534438530716,0.0
10,-0.08596837249734376,-0.10344820653699932,0.0
11,-0.03756938869108055,-0.19257764218997225,0.0
12,-0.13477147809417098,-0.1513098944515358,0.0
13,-0.137920051504898,-0.1309573038581737,0.0
14,-0.14640428113640366,-0.16460259599944696,0.0
15,-0.05476456327056271,-0.1185086032259243,0.0
16,-0.013719620903228709,-0.16917919718452676,0.0
17,-0.1199923539692466,-0.07704089473723681,0.0
18,-0.1307188422061446,-0.13158462077990096,0.0
19,-0.023459758288098966,-0.1616208753436646,0.0
20,-0.06928566618300197,-0.015105655271140564,0.0
21,-0.045234157861354915,-0.14525584709838135,0.0
22,0.03893737624811788,-0.0795547958556031,0.0
23,0.06351413924352332,-0.11756761997894367,0.0
24,-0.0061773751902860705,-0.09906328164053911,0.0
25,0.12811919107305886,-0.22966621947755855,0.0
26,0.043725959769364095,-0.11870060909355265,0.0
27,-0.012188645760760342,-0.16361501682790286,0.0
28,0.03171189225099035,-0.18098797058711025,0.0
29,0.044569726247275926,-0.20142668760296067,0.0
30,-0.09011737135119786,-0.06342616966816583,0.0
31,-0.07249503751502735,-0.18292075195125873,0.0
32,0.0583951393153507,-0.14767905070456866,0.0
33,-0.009297230876921851,-0.10010044557175574,0.0
34,-0.18185736219654122,-0.00981663570965255,0.0
35,-0.04228675775662233,-0.14118365980611436,0.0
36,-0.05903276408406064,-0.15582933753194744,0.0
37,-0.13591483263740864,-0.04019516282650363,0.0
38,-0.12267127687536036,-0.09713416044443182,0.0
39,-0.08815770614511588,-0.1279269457181621,0.0
40,0.020533760841966592,-0.013222285661838182,0.0
41,-0.10046918162600987,0.03597782294625494,0.0
42,0.21508142392624413,-0.013487752639098571,0.0
43,-0.038239657895723,0.007107024704734746,0.0
44,-0.1544565353939584,0.09773843380487712,0.0
45,0.06548972484564422,-0.10071616815775633,0.0
46,-0.005015816894769636,0.03181139657505179,0.0
47,-0.01467845116067883,0.04224088959561047,0.0
48,0.012590563813067869,-0.039767819518264566,0.0
49,-0.00248945575034897,0.05935921761950522,0.0
50,-0.26538302551827314,0.08613615068646473,0.0
51,-0.042927016877346166,0.014797104920676735,0.0
52,0.02127162474853778,-0.02137521448379369,0.0
53,-0.029665629143029754,-0.013388081352449413,0.0
54,-0.10867803153511285,0.0250489244106525,0.0
55,0.06719595833688571,0.06915383495477956,0.0
56,-0.4682949051406054,0.07660641854486812,0.0
57,0.017260785942160878,-0.0733122494527042,0.0
58,-0.14160938074763896,0.022198262723725368,0.0
59,-0.10933806657850918,0.01265766609146507,0.0
60,-0.11674369099753223,0.07297060121133006,0.0
61,-0.05665686782355532,0.0038535601030668803,0.0
62,-0.09619891778458887,0.08464525018651631,0.0
63,-0.11801481645604711,0.057319600031336994,0.0
64,-0.04395900524677357,0.10868232431457378,0.0
65,-0.09707251873689049,0.08971403787866436,0.0
66,-0.08847443964994528,-0.04289767832680465,0.0
67,-0.17143615123374387,0.09197408540328961,0.0
68,0.0005925090878322204,-0.0016425766763687871,0.0
69,-0.002506724740069549,-0.02597096781787614,0.0
70,0.0053580406783502,0.0364031144783306,0.0
71,-0.044821391421798834,0.0959650370046905,0.0
72,-0.1858347197299533,0.12006053567358999,0.0
73,-0.013945182435665844,-0.04194251830839221,0.0
74,-0.002229278179479644,-0.031757481669822146,0.0
75,-0.025276618501477707,-0.05182137076247299,0.0
76,-0.12927167244046345,0.06444834593844098,0.0
77,0.04434099480734392,-0.015479841633304209,0.0
78,-0.09205735326758738,0.1115460972029112,0.0
79,-0.01140989733122702,-0.07000874973863698,0.0
