ID,0_cos,1_cos,LABEL
0,1.72278518456,3.15820357612,0.0
1,1.94055828745,3.13670731466,0.0
2,1.84292835099,2.3401706497,0.0
3,1.58714274631,2.83754749348,0.0
4,1.63985107994,2.77224162476,0.0
5,1.66683553692,3.07016394479,0.0
6,1.61653181144,2.25397176814,0.0
7,1.69811778392,2.74387342902,0.0
8,1.77906526903,2.58811702199,0.0
9,1.75203499189,2.91636571147,0.0
10,1.48098168322,2.74701773297,0.0
11,1.49677541177,0.807115268992,0.0
12,1.38148270321,0.825197350423,0.0
13,-0.0243541557518,-2.80412523552,0.0
14,1.72468659746,2.74421204646,0.0
15,1.65253911904,2.0148494955,0.0
16,1.6500852234,2.87965885292,0.0
17,1.67054041589,2.58997028075,0.0
18,1.461883548,1.97696532232,0.0
19,1.81149315946,2.86575921861,0.0
20,1.29659242468,-0.0691686093048,0.0
21,1.69470775468,1.76265492534,0.0
22,1.73665814029,2.73514344234,0.0
23,1.65682500902,3.05980580349,0.0
24,1.61700165972,3.00362029801,0.0
25,1.78995454803,3.02826316052,0.0
26,1.59447012551,2.20021471424,0.0
27,1.5450845058,1.66084171307,0.0
28,1.79287936676,2.82654905419,0.0
29,1.68341568962,2.92626752515,0.0
30,1.73153506408,3.09661579949,0.0
31,1.67698778914,3.08083780242,0.0
32,1.55868833015,1.85850970072,0.0
33,1.48541893989,1.30105191487,0.0
34,1.61987426784,1.40436181575,0.0
35,1.8630559274,2.93721188275,0.0
36,1.75860246894,3.10964866467,0.0
37,1.76172513634,2.72846080475,0.0
38,1.7964446463,2.98158974752,0.0
39,1.6904003847,3.01203717836,0.0
40,0.629192233063,0.486687727992,1.0
41,-0.600751919457,0.102122106628,1.0
42,0.688717048534,0.182309999025,1.0
43,0.483527165998,0.324950599563,1.0
44,0.331219721109,-0.0889296865086,1.0
45,0.137335340089,0.0938926524509,1.0
46,0.586995020129,0.387832531784,1.0
47,0.57411371325,0.244948099033,1.0
48,0.366383924735,0.205622649562,1.0
49,0.581468536803,0.324050135513,1.0
50,0.398817261518,0.161990762645,1.0
51,0.656617816942,0.372986518347,1.0
52,0.678462817349,0.37600398172,1.0
53,0.770409098361,0.512636816257,1.0
54,-0.0467533308545,-0.221763002437,1.0
55,0.481880579404,0.387412809884,1.0
56,0.628745812619,0.193701566738,1.0
57,0.480392931936,0.146131288905,1.0
58,0.648954906009,0.354242445015,1.0
59,0.374844797543,0.103086795169,1.0
60,0.132767206537,-0.370081465132,1.0
61,0.380189623437,0.195139044659,1.0
62,0.670658610462,0.279225867205,1.0
63,0.804271758613,0.307156033631,1.0
64,0.322403838417,0.440624870574,1.0
65,0.697187533695,0.181897065325,1.0
66,0.642222520086,0.145932903732,1.0
67,0.617906701818,0.425240923678,1.0
68,0.804348770658,0.212233182495,1.0
69,0.532652020764,0.30604096947,1.0
70,0.399098045456,0.168800610373,1.0
71,0.750992143817,0.243206818792,1.0
72,0.429870661175,0.115679103723,1.0
73,0.744233439378,0.256471295216,1.0
74,0.43152989742,0.204969158437,1.0
75,0.527870968968,0.37234537049,1.0
76,0.402870158294,0.467059555437,1.0
77,0.475382655197,0.227805761912,1.0
78,0.522830105651,0.294213148531,1.0
79,0.689472706504,0.188062354482,1.0
