,PX,PY,LABEL
0,-0.1119337006093157,0.0020089331275252214,0.0
1,-0.11193370060931566,0.005582510743299109,0.0
2,-0.11193370060931565,-0.0731397855448087,0.0
3,-0.11193370060931565,0.010474414535452531,0.0
4,-0.11193370060931568,0.038562150975712736,0.0
5,-0.11193370060931566,0.018918526099063488,0.0
6,-0.11193370060931573,-0.07775556126900794,0.0
7,-0.11193370060931569,-0.02424550806001546,0.0
8,-0.11193370060931565,-0.05323411141526821,0.0
9,-0.11193370060931566,0.05696830453590626,0.0
10,-0.11193370060931568,0.05351636149554426,0.0
11,-0.11193370060931568,-0.1331678557206628,0.0
12,-0.1119337006093157,0.13226558204743477,0.0
13,-0.1119337006093157,-0.31989600603016216,0.0
14,-0.11193370060931566,0.04696669381008811,0.0
15,-0.11193370060931568,-0.0842432941339955,0.0
16,-0.11193370060931566,-0.01709433634996001,0.0
17,-0.11193370060931565,-0.05819546863994103,0.0
18,-0.11193370060931568,-0.08096011664915707,0.0
19,-0.11193370060931568,-0.02564733579715546,0.0
20,-0.11193370060931566,0.15560826534120445,0.0
21,-0.1119337006093157,0.09317441646825336,0.0
22,-0.11193370060931568,0.04429370792961057,0.0
23,-0.11193370060931573,-0.016315456969829268,0.0
24,-0.11193370060931569,0.019494573632533447,0.0
25,-0.11193370060931568,-0.020572635792636407,0.0
26,-0.11193370060931568,-0.0724688063205967,0.0
27,-0.11193370060931568,0.09958544292520363,0.0
28,-0.11193370060931565,-0.029928392449694013,0.0
29,-0.11193370060931573,-0.005106678162864868,0.0
30,-0.11193370060931565,-0.02412558446903172,0.0
31,-0.1119337006093156,0.005415366596345123,0.0
32,-0.11193370060931565,0.09520912769296327,0.0
33,-0.11193370060931562,0.11095511813815576,0.0
34,-0.11193370060931568,0.11068011780591676,0.0
35,-0.11193370060931565,-0.025858783995255406,0.0
36,-0.11193370060931565,-0.005766545894496593,0.0
37,-0.11193370060931565,0.05211398754858685,0.0
38,-0.11193370060931568,-0.002524971935856472,0.0
39,-0.1065974673635718,-0.0015463658484042853,0.0
40,0.10659746736355646,-0.0015463658484041742,1.0
41,0.11193370060930033,0.5609001496954353,1.0
42,0.11193370060930033,-0.09227569257784182,1.0
43,0.11193370060930034,-0.08906959923026705,1.0
44,0.11193370060930032,-0.1680853415225365,1.0
45,0.11193370060930032,-0.16338509634809073,1.0
46,0.1119337006093003,0.017133144455880746,1.0
47,0.11193370060930033,0.003764672773409472,1.0
48,0.11193370060930041,-0.07170685899952971,1.0
49,0.11193370060930036,-0.0064329322748164445,1.0
50,0.11193370060930029,-0.12837314990507812,1.0
51,0.11193370060930033,-0.03150791602481379,1.0
52,0.11193370060930036,0.013924021983388877,1.0
53,0.11193370060930033,-0.024353409081720907,1.0
54,0.11193370060930034,0.4020763513002696,1.0
55,0.11193370060930036,-0.008325737826870582,1.0
56,0.11193370060930033,0.04793827446716815,1.0
57,0.11193370060930027,-0.11719087955301849,1.0
58,0.11193370060930039,-9.962998142604845e-05,1.0
59,0.11193370060930034,-0.13064995954550043,1.0
60,0.1119337006093003,-0.2897676501088463,1.0
61,0.11193370060930036,0.08340247699888778,1.0
62,0.11193370060930039,0.0006749564979210507,1.0
63,0.11193370060930036,0.000872945627564738,1.0
64,0.1119337006093003,0.05929485567057499,1.0
65,0.11193370060930041,0.004424012688381614,1.0
66,0.11193370060930036,-0.016002858089745737,1.0
67,0.11193370060930033,0.02579694557114684,1.0
68,0.11193370060930032,-0.00690286322442938,1.0
69,0.11193370060930034,0.029657076792995646,1.0
70,0.1119337006093003,-0.03761739329187643,1.0
71,0.1119337006093003,0.027495410805981165,1.0
72,0.1119337006093003,0.11909847956784432,1.0
73,0.11193370060930033,0.01797973424368828,1.0
74,0.1119337006093003,0.03830495152699285,1.0
75,0.11193370060930033,-0.026289892960646336,1.0
76,0.1119337006093003,0.02362482882239647,1.0
77,0.11193370060930033,-0.06251130719335982,1.0
78,0.11193370060930032,-0.05426335869334099,1.0
79,0.11193370060930027,0.049994602792232,1.0
