ID,PX,PY,LABEL
0,0.11193370060930807,-0.034085381221259106,0.0
1,0.11193370060930807,-0.09486224463498168,0.0
2,0.11193370060930807,0.0957261089910948,0.0
3,0.1119337006093081,-0.005567880467431034,0.0
4,0.11193370060930809,-0.00015772766500524865,0.0
5,0.1119337006093081,0.07799588829774573,0.0
6,0.1119337006093081,0.04170590277023077,0.0
7,0.11193370060930813,0.010246371641892415,0.0
8,0.11193370060930807,-0.0741298580011397,0.0
9,0.11193370060930807,-0.017934363405303827,0.0
10,0.1119337006093081,0.015917123417930047,0.0
11,0.11193370060930807,-0.02225732837128083,0.0
12,0.1119337006093081,-0.02484645148038014,0.0
13,0.11193370060930809,-0.0027373265584842658,0.0
14,0.1119337006093081,-0.04685509534006008,0.0
15,0.11193370060930807,0.021560835495406626,0.0
16,0.11193370060930813,-0.07763652387702898,0.0
17,0.11193370060930811,0.06936432644811115,0.0
18,0.11193370060930807,0.014552262544614168,0.0
19,0.11193370060930807,-0.015459706384882851,0.0
20,0.11193370060930809,-0.007969604901809821,0.0
21,0.11193370060930809,-0.019851353144040795,0.0
22,0.11193370060930806,0.002432765428746285,0.0
23,0.11193370060930809,-0.007215911246151504,0.0
24,0.1119337006093081,0.1299248954652801,0.0
25,0.1119337006093081,0.0031985426199073984,0.0
26,0.11193370060930809,0.0033641885376259374,0.0
27,0.1119337006093081,-0.011458131155998433,0.0
28,0.11193370060930809,0.001551689017411503,0.0
29,0.1119337006093081,-0.013168995911648156,0.0
30,0.11193370060930811,-0.012219392349285138,0.0
31,0.11193370060930807,0.01384789037896926,0.0
32,0.1119337006093081,-0.004675679836120376,0.0
33,0.1119337006093081,0.007183185777325015,0.0
34,0.11193370060930807,0.1158382184566631,0.0
35,0.11193370060930807,0.0006318872094507174,0.0
36,0.1119337006093081,0.0017086681111407875,0.0
37,0.1119337006093081,-0.004410977604637125,0.0
38,0.11193370060930809,-0.008015088936979808,0.0
39,0.1065974673635644,-0.12123572811563643,0.0
40,-0.1065974673635642,-0.12123572811563743,1.0
41,-0.1119337006093079,-0.18264076711680294,1.0
42,-0.11193370060930789,-0.4409621332729018,1.0
43,-0.11193370060930787,-0.06502118731714157,1.0
44,-0.1119337006093079,-0.15313117875049428,1.0
45,-0.1119337006093079,-0.00933673801731012,1.0
46,-0.1119337006093079,0.08988044199556637,1.0
47,-0.11193370060930788,0.012657931687251272,1.0
48,-0.11193370060930793,0.10425193847620987,1.0
49,-0.11193370060930792,0.17421878205274788,1.0
50,-0.11193370060930793,-0.19793295231039934,1.0
51,-0.1119337006093079,-0.13786921145635025,1.0
52,-0.11193370060930792,0.02743001167855924,1.0
53,-0.11193370060930792,-0.29144211766222483,1.0
54,-0.11193370060930793,0.061143250343831175,1.0
55,-0.1119337006093079,-0.2362250940354634,1.0
56,-0.11193370060930789,0.005314339011131966,1.0
57,-0.1119337006093079,-0.03598877200743,1.0
58,-0.11193370060930793,-0.08472423147505356,1.0
59,-0.11193370060930793,0.019582129942821772,1.0
60,-0.1119337006093079,0.19047596856301002,1.0
61,-0.1119337006093079,-0.10366818579898845,1.0
62,-0.11193370060930793,0.1777540906731891,1.0
63,-0.1119337006093079,-0.04807496613250736,1.0
64,-0.11193370060930792,-0.21793712274963933,1.0
65,-0.11193370060930789,0.02398933137869235,1.0
66,-0.11193370060930789,0.12434397918802657,1.0
67,-0.1119337006093079,-0.13238369653606177,1.0
68,-0.1119337006093079,0.05457635514710091,1.0
69,-0.11193370060930788,0.0433117996299293,1.0
70,-0.11193370060930793,0.02209384404298871,1.0
71,-0.11193370060930789,0.12895277979458203,1.0
72,-0.11193370060930789,0.21367217078589362,1.0
73,-0.1119337006093079,0.09683961738302609,1.0
74,-0.11193370060930788,0.15746329059300113,1.0
75,-0.1119337006093079,0.1335559164719566,1.0
76,-0.11193370060930789,0.1542740654417471,1.0
77,-0.1119337006093079,0.17284558752476728,1.0
78,-0.11193370060930789,0.16200467102798052,1.0
79,-0.11193370060930785,0.10794178992039527,1.0
